Parameter,Tests#,Patterns,Unit,HighL,LowL,mean_site3_devm_No1_loop5.stdf.gextb.csv,mean_site3_devm_No2_loop5.stdf.gextb.csv,mean_site3_devm_No3_loop5.stdf.gextb.csv,mean_site3_devm_No4_loop5.stdf.gextb.csv,mean_site3_devm_No5_loop5.stdf.gextb.csv
Main.Audio.Flow_AudioUL_AMIC.A10_AMIC_ACC_HP_SNDR.p[A10_AMIC_ACC_HP_SNDR:VIN45R_ACC_HP_SNDR].td,371031,,dB,120,85,89.867896,91.20802599999999,89.835884,90.19535599999999,90.058146
Main.Audio.Flow_AudioUL_AMIC.A10_AMIC_ACC_HP_SNDR.p[A10_AMIC_ACC_HP_SNDR:VIN01L_ACC_HP_RC_READ].td,371032,,,32,0,10.0,9.0,12.0,9.0,10.0
Main.Audio.Flow_AudioUL_AMIC.A10_AMIC_ACC_HP_SNDR.p[A10_AMIC_ACC_HP_SNDR:VIN23L_ACC_HP_RC_READ].td,371033,,,32,0,10.0,9.0,10.8,8.0,9.0
Main.Audio.Flow_AudioUL_AMIC.A10_AMIC_ACC_HP_SNDR.p[A10_AMIC_ACC_HP_SNDR:VIN45L_ACC_HP_RC_READ].td,371034,,,32,0,10.0,9.0,12.0,9.0,10.0
Main.Audio.Flow_AudioUL_AMIC.A12_AMIC_DCC_NM_SNDR.p[A12_AMIC_DCC_NM_SNDR:VIN01L_ACC_HP_CKF].td,371201,,MHz,6.825,6.125,6.5002598,6.5002596000000015,6.500261399999999,6.5002598,6.50026
Main.Audio.Flow_AudioUL_AMIC.A12_AMIC_DCC_NM_SNDR.p[A12_AMIC_DCC_NM_SNDR:VIN01L_ACC_HP_Power].td,371202,,dB,17,13,14.874859999999998,14.959853999999998,14.865256000000002,15.019034000000001,14.936346
Main.Audio.Flow_AudioUL_AMIC.A12_AMIC_DCC_NM_SNDR.p[A12_AMIC_DCC_NM_SNDR:VIN01L_ACC_HP_SNR].td,371203,,dB,120,80,89.69833200000001,90.20235,89.53391400000001,90.579338,90.010376
Main.Audio.Flow_AudioUL_AMIC.A12_AMIC_DCC_NM_SNDR.p[A12_AMIC_DCC_NM_SNDR:VIN01L_ACC_HP_THD].td,371204,,dB,120,80,97.983878,100.432592,99.371598,100.74695799999999,100.33399799999998
Main.Audio.Flow_AudioUL_AMIC.A12_AMIC_DCC_NM_SNDR.p[A12_AMIC_DCC_NM_SNDR:VIN01L_ACC_HP_SNDR].td,371205,,dB,120,80,89.091756,89.804516,89.029458,90.13495400000001,89.61085600000001
Main.Audio.Flow_AudioUL_AMIC.A12_AMIC_DCC_NM_SNDR.p[A12_AMIC_DCC_NM_SNDR:VIN01R_ACC_HP_CKF].td,371206,,MHz,6.825,6.125,6.5002594,6.50026,6.5002594,6.50026,6.50026
Main.Audio.Flow_AudioUL_AMIC.A12_AMIC_DCC_NM_SNDR.p[A12_AMIC_DCC_NM_SNDR:VIN01R_ACC_HP_Power].td,371207,,dB,17,13,14.919322,14.91343,14.85041,14.998831999999998,14.917882
Main.Audio.Flow_AudioUL_AMIC.A12_AMIC_DCC_NM_SNDR.p[A12_AMIC_DCC_NM_SNDR:VIN01R_ACC_HP_SNR].td,371208,,dB,120,80,89.737904,69.604664,89.103602,89.83466200000001,89.64869
Main.Audio.Flow_AudioUL_AMIC.A12_AMIC_DCC_NM_SNDR.p[A12_AMIC_DCC_NM_SNDR:VIN01R_ACC_HP_THD].td,371209,,dB,120,80,96.01375999999998,76.261144,99.790926,98.32939400000001,99.098482
Main.Audio.Flow_AudioUL_AMIC.A12_AMIC_DCC_NM_SNDR.p[A12_AMIC_DCC_NM_SNDR:VIN01R_ACC_HP_SNDR].td,371210,,dB,120,80,88.799172,68.355492,88.65373399999999,89.232178,89.174994
Main.Audio.Flow_AudioUL_AMIC.A12_AMIC_DCC_NM_SNDR.p[A12_AMIC_DCC_NM_SNDR:VIN23L_ACC_HP_CKF].td,371211,,MHz,6.825,6.125,6.5002596000000015,6.50026,6.5002578,6.5002598,6.5002598
Main.Audio.Flow_AudioUL_AMIC.A12_AMIC_DCC_NM_SNDR.p[A12_AMIC_DCC_NM_SNDR:VIN23L_ACC_HP_Power].td,371212,,dB,17,13,14.905612,14.970559999999997,14.861224000000002,15.00834,14.928778
Main.Audio.Flow_AudioUL_AMIC.A12_AMIC_DCC_NM_SNDR.p[A12_AMIC_DCC_NM_SNDR:VIN23L_ACC_HP_SNR].td,371213,,dB,120,80,89.884374,89.459166,89.808722,90.08162399999999,90.28081999999999
Main.Audio.Flow_AudioUL_AMIC.A12_AMIC_DCC_NM_SNDR.p[A12_AMIC_DCC_NM_SNDR:VIN23L_ACC_HP_THD].td,371214,,dB,120,80,98.83588,101.30578,100.69111000000001,100.164036,102.10068000000001
Main.Audio.Flow_AudioUL_AMIC.A12_AMIC_DCC_NM_SNDR.p[A12_AMIC_DCC_NM_SNDR:VIN23L_ACC_HP_SNDR].td,371215,,dB,120,80,89.34256,89.13923,89.374,89.63522200000001,89.99139600000001
Main.Audio.Flow_AudioUL_AMIC.A12_AMIC_DCC_NM_SNDR.p[A12_AMIC_DCC_NM_SNDR:VIN23R_ACC_HP_CKF].td,371216,,MHz,6.825,6.125,6.5002606,6.5002598,6.5002604,6.5002592,6.5002598
Main.Audio.Flow_AudioUL_AMIC.A12_AMIC_DCC_NM_SNDR.p[A12_AMIC_DCC_NM_SNDR:VIN23R_ACC_HP_Power].td,371217,,dB,17,13,14.909672,14.963268,14.881938000000002,15.001552,14.946280000000002
Main.Audio.Flow_AudioUL_AMIC.A12_AMIC_DCC_NM_SNDR.p[A12_AMIC_DCC_NM_SNDR:VIN23R_ACC_HP_SNR].td,371218,,dB,120,80,89.97140600000002,89.911886,89.920122,89.24783,89.277242
Main.Audio.Flow_AudioUL_AMIC.A12_AMIC_DCC_NM_SNDR.p[A12_AMIC_DCC_NM_SNDR:VIN23R_ACC_HP_THD].td,371219,,dB,120,80,99.835966,98.461466,98.59881600000001,97.81250399999999,99.801646
Main.Audio.Flow_AudioUL_AMIC.A12_AMIC_DCC_NM_SNDR.p[A12_AMIC_DCC_NM_SNDR:VIN23R_ACC_HP_SNDR].td,371220,,dB,120,80,89.54266599999998,89.30270800000001,89.323162,88.65913800000001,88.83934400000001
Main.Audio.Flow_AudioUL_AMIC.A12_AMIC_DCC_NM_SNDR.p[A12_AMIC_DCC_NM_SNDR:VIN45L_ACC_HP_CKF].td,371221,,MHz,6.825,6.125,6.5002594,6.5002598,6.500263200000001,6.5002602,6.5002594
Main.Audio.Flow_AudioUL_AMIC.A12_AMIC_DCC_NM_SNDR.p[A12_AMIC_DCC_NM_SNDR:VIN45L_ACC_HP_Power].td,371222,,dB,17,13,14.892794,14.973326,14.871688,15.007722000000001,14.933035999999998
Main.Audio.Flow_AudioUL_AMIC.A12_AMIC_DCC_NM_SNDR.p[A12_AMIC_DCC_NM_SNDR:VIN45L_ACC_HP_SNR].td,371223,,dB,120,80,89.14124000000001,89.68596400000001,89.78719199999998,89.760726,89.895186
Main.Audio.Flow_AudioUL_AMIC.A12_AMIC_DCC_NM_SNDR.p[A12_AMIC_DCC_NM_SNDR:VIN45L_ACC_HP_THD].td,371224,,dB,120,80,97.191194,97.37314,99.82230999999999,99.65508400000002,101.601718
Main.Audio.Flow_AudioUL_AMIC.A12_AMIC_DCC_NM_SNDR.p[A12_AMIC_DCC_NM_SNDR:VIN45L_ACC_HP_SNDR].td,371225,,dB,120,80,88.47195400000001,88.934578,89.320126,89.32661,89.550288
Main.Audio.Flow_AudioUL_AMIC.A12_AMIC_DCC_NM_SNDR.p[A12_AMIC_DCC_NM_SNDR:VIN45R_ACC_HP_CKF].td,371226,,MHz,6.825,6.125,6.5002594,6.500259799999999,6.5002612,6.5002596,6.5002596
Main.Audio.Flow_AudioUL_AMIC.A12_AMIC_DCC_NM_SNDR.p[A12_AMIC_DCC_NM_SNDR:VIN45R_ACC_HP_Power].td,371227,,dB,17,13,14.918614000000002,14.965988000000001,14.896073999999999,15.000918000000002,14.92593
Main.Audio.Flow_AudioUL_AMIC.A12_AMIC_DCC_NM_SNDR.p[A12_AMIC_DCC_NM_SNDR:VIN45R_ACC_HP_SNR].td,371228,,dB,120,80,89.248966,89.85506000000001,89.548424,89.58070000000001,89.88564600000001
Main.Audio.Flow_AudioUL_AMIC.A12_AMIC_DCC_NM_SNDR.p[A12_AMIC_DCC_NM_SNDR:VIN45R_ACC_HP_THD].td,371229,,dB,120,80,100.202062,99.958802,100.92472000000001,98.29582600000002,98.235034
Main.Audio.Flow_AudioUL_AMIC.A12_AMIC_DCC_NM_SNDR.p[A12_AMIC_DCC_NM_SNDR:VIN45R_ACC_HP_SNDR].td,371230,,dB,120,80,88.89965,89.436614,89.212512,89.01982799999999,89.238866
Main.Audio.Flow_AudioUL_AMIC.A12_AMIC_DCC_NM_SNDR.p[A12_AMIC_DCC_NM_SNDR:VIN01L_ACC_HP_RC_READ].td,371231,,,32,0,11.0,9.0,14.0,8.2,10.0
Main.Audio.Flow_AudioUL_AMIC.A12_AMIC_DCC_NM_SNDR.p[A12_AMIC_DCC_NM_SNDR:VIN23L_ACC_HP_RC_READ].td,371232,,,32,0,11.0,9.0,12.4,7.0,9.0
Main.Audio.Flow_AudioUL_AMIC.A12_AMIC_DCC_NM_SNDR.p[A12_AMIC_DCC_NM_SNDR:VIN45L_ACC_HP_RC_READ].td,371233,,,32,0,15.8,15.4,15.6,15.4,16.0
Main.Audio.Flow_AudioUL_AMIC.A13_AMIC_ACC20_ULP_SNDR.p[A13_AMIC_ACC20_ULP_SNDR:VIN01L_ACC_HP_CKF].td,371300,,MHz,1.70625,1.54375,1.625065,1.625065,1.6250655999999999,1.625065,1.625065
Main.Audio.Flow_AudioUL_AMIC.A13_AMIC_ACC20_ULP_SNDR.p[A13_AMIC_ACC20_ULP_SNDR:VIN01L_ACC_HP_Power].td,371301,,dB,17,13,15.892159999999999,15.974190000000002,15.902142000000001,16.019932,15.962868
Main.Audio.Flow_AudioUL_AMIC.A13_AMIC_ACC20_ULP_SNDR.p[A13_AMIC_ACC20_ULP_SNDR:VIN01L_ACC_HP_SNR].td,371302,,dB,120,70,86.550586,85.83620400000001,85.71875600000001,85.77408600000001,85.38471200000001
Main.Audio.Flow_AudioUL_AMIC.A13_AMIC_ACC20_ULP_SNDR.p[A13_AMIC_ACC20_ULP_SNDR:VIN01L_ACC_HP_THD].td,371303,,dB,120,70,95.032064,96.846682,96.02463800000001,94.005454,94.480678
Main.Audio.Flow_AudioUL_AMIC.A13_AMIC_ACC20_ULP_SNDR.p[A13_AMIC_ACC20_ULP_SNDR:VIN01L_ACC_HP_SNDR].td,371304,,dB,120,70,85.91847400000002,85.474662,85.257142,85.149278,84.854428
Main.Audio.Flow_AudioUL_AMIC.A13_AMIC_ACC20_ULP_SNDR.p[A13_AMIC_ACC20_ULP_SNDR:VIN01R_ACC_HP_CKF].td,371305,,MHz,1.70625,1.54375,1.6250648,1.625065,1.6250654,1.625065,1.625065
Main.Audio.Flow_AudioUL_AMIC.A13_AMIC_ACC20_ULP_SNDR.p[A13_AMIC_ACC20_ULP_SNDR:VIN01R_ACC_HP_Power].td,371306,,dB,17,13,15.887868000000001,15.923911999999998,15.823229999999999,15.909848,15.866024000000001
Main.Audio.Flow_AudioUL_AMIC.A13_AMIC_ACC20_ULP_SNDR.p[A13_AMIC_ACC20_ULP_SNDR:VIN01R_ACC_HP_SNR].td,371307,,dB,120,70,85.95127600000001,85.35750399999999,84.791174,86.160418,86.88578399999999
Main.Audio.Flow_AudioUL_AMIC.A13_AMIC_ACC20_ULP_SNDR.p[A13_AMIC_ACC20_ULP_SNDR:VIN01R_ACC_HP_THD].td,371308,,dB,120,70,94.40761,95.468038,95.58908,95.30845000000001,96.656746
Main.Audio.Flow_AudioUL_AMIC.A13_AMIC_ACC20_ULP_SNDR.p[A13_AMIC_ACC20_ULP_SNDR:VIN01R_ACC_HP_SNDR].td,371309,,dB,120,70,85.35959199999999,84.932556,84.418656,85.58637200000001,86.380016
Main.Audio.Flow_AudioUL_AMIC.A13_AMIC_ACC20_ULP_SNDR.p[A13_AMIC_ACC20_ULP_SNDR:VIN23L_ACC_HP_CKF].td,371310,,MHz,1.70625,1.54375,1.6250647999999999,1.625065,1.6250653999999998,1.6250648,1.625065
Main.Audio.Flow_AudioUL_AMIC.A13_AMIC_ACC20_ULP_SNDR.p[A13_AMIC_ACC20_ULP_SNDR:VIN23L_ACC_HP_Power].td,371311,,dB,17,13,15.9218,15.954699999999999,15.901342,15.997102000000002,15.93417
Main.Audio.Flow_AudioUL_AMIC.A13_AMIC_ACC20_ULP_SNDR.p[A13_AMIC_ACC20_ULP_SNDR:VIN23L_ACC_HP_SNR].td,371312,,dB,120,70,86.426646,86.00717399999999,85.731744,86.173714,86.71130000000001
Main.Audio.Flow_AudioUL_AMIC.A13_AMIC_ACC20_ULP_SNDR.p[A13_AMIC_ACC20_ULP_SNDR:VIN23L_ACC_HP_THD].td,371313,,dB,120,70,94.99006200000001,94.442982,93.54965200000001,96.32081400000001,96.60736
Main.Audio.Flow_AudioUL_AMIC.A13_AMIC_ACC20_ULP_SNDR.p[A13_AMIC_ACC20_ULP_SNDR:VIN23L_ACC_HP_SNDR].td,371314,,dB,120,70,85.822096,85.383342,85.054368,85.666282,86.23128799999999
Main.Audio.Flow_AudioUL_AMIC.A13_AMIC_ACC20_ULP_SNDR.p[A13_AMIC_ACC20_ULP_SNDR:VIN23R_ACC_HP_CKF].td,371315,,MHz,1.70625,1.54375,1.625065,1.625065,1.6250654,1.625065,1.6250647999999999
Main.Audio.Flow_AudioUL_AMIC.A13_AMIC_ACC20_ULP_SNDR.p[A13_AMIC_ACC20_ULP_SNDR:VIN23R_ACC_HP_Power].td,371316,,dB,17,13,15.874156,15.886206000000001,15.869080000000002,15.916258,15.927456000000001
Main.Audio.Flow_AudioUL_AMIC.A13_AMIC_ACC20_ULP_SNDR.p[A13_AMIC_ACC20_ULP_SNDR:VIN23R_ACC_HP_SNR].td,371317,,dB,120,70,86.207432,85.95562399999999,85.92862199999999,85.56429399999999,85.24188000000001
Main.Audio.Flow_AudioUL_AMIC.A13_AMIC_ACC20_ULP_SNDR.p[A13_AMIC_ACC20_ULP_SNDR:VIN23R_ACC_HP_THD].td,371318,,dB,120,70,95.825022,96.75068,94.251676,95.60352,97.90785600000001
Main.Audio.Flow_AudioUL_AMIC.A13_AMIC_ACC20_ULP_SNDR.p[A13_AMIC_ACC20_ULP_SNDR:VIN23R_ACC_HP_SNDR].td,371319,,dB,120,70,85.61219199999998,85.592322,85.300478,85.061436,85.005526
Main.Audio.Flow_AudioUL_AMIC.A13_AMIC_ACC20_ULP_SNDR.p[A13_AMIC_ACC20_ULP_SNDR:VIN45L_ACC_HP_CKF].td,371320,,MHz,1.70625,1.54375,1.6250651999999999,1.625065,1.625065,1.625065,1.625065
Main.Audio.Flow_AudioUL_AMIC.A13_AMIC_ACC20_ULP_SNDR.p[A13_AMIC_ACC20_ULP_SNDR:VIN45L_ACC_HP_Power].td,371321,,dB,17,13,15.915926000000002,15.966740000000001,15.900732,16.002326000000004,15.952895999999999
Main.Audio.Flow_AudioUL_AMIC.A13_AMIC_ACC20_ULP_SNDR.p[A13_AMIC_ACC20_ULP_SNDR:VIN45L_ACC_HP_SNR].td,371322,,dB,120,70,86.362106,85.341148,85.18411,86.448002,85.79054800000002
Main.Audio.Flow_AudioUL_AMIC.A13_AMIC_ACC20_ULP_SNDR.p[A13_AMIC_ACC20_ULP_SNDR:VIN45L_ACC_HP_THD].td,371323,,dB,120,70,95.762836,94.92857000000001,95.610414,96.39605600000002,96.011646
Main.Audio.Flow_AudioUL_AMIC.A13_AMIC_ACC20_ULP_SNDR.p[A13_AMIC_ACC20_ULP_SNDR:VIN45L_ACC_HP_SNDR].td,371324,,dB,120,70,85.86999399999999,84.862574,84.77451599999999,86.02761,85.336022
Main.Audio.Flow_AudioUL_AMIC.A13_AMIC_ACC20_ULP_SNDR.p[A13_AMIC_ACC20_ULP_SNDR:VIN45R_ACC_HP_CKF].td,371325,,MHz,1.65,1.54375,1.625065,1.625065,1.6250651999999999,1.625065,1.625065
Main.Audio.Flow_AudioUL_AMIC.A13_AMIC_ACC20_ULP_SNDR.p[A13_AMIC_ACC20_ULP_SNDR:VIN45R_ACC_HP_Power].td,371326,,dB,17,13,15.914296000000002,15.925467999999999,15.895992000000001,15.957642000000002,15.900585999999999
Main.Audio.Flow_AudioUL_AMIC.A13_AMIC_ACC20_ULP_SNDR.p[A13_AMIC_ACC20_ULP_SNDR:VIN45R_ACC_HP_SNR].td,371327,,dB,120,70,85.32795200000001,85.50566799999999,84.60901000000001,86.00198600000002,86.22309800000001
Main.Audio.Flow_AudioUL_AMIC.A13_AMIC_ACC20_ULP_SNDR.p[A13_AMIC_ACC20_ULP_SNDR:VIN45R_ACC_HP_THD].td,371328,,dB,120,70,94.148446,94.931994,94.284646,96.73781799999999,96.09514
Main.Audio.Flow_AudioUL_AMIC.A13_AMIC_ACC20_ULP_SNDR.p[A13_AMIC_ACC20_ULP_SNDR:VIN45R_ACC_HP_SNDR].td,371329,,dB,120,70,84.762852,85.00913800000001,84.058446,85.596536,85.74305
Main.Audio.Flow_AudioUL_AMIC.A13_AMIC_ACC20_ULP_SNDR.p[A13_AMIC_ACC20_ULP_SNDR:VIN01L_ACC_HP_RC_READ].td,371330,,,32,0,15.8,15.8,15.6,15.6,16.0
Main.Audio.Flow_AudioUL_AMIC.A13_AMIC_ACC20_ULP_SNDR.p[A13_AMIC_ACC20_ULP_SNDR:VIN23L_ACC_HP_RC_READ].td,371331,,,32,0,31.0,31.0,31.0,31.0,31.0
Main.Audio.Flow_AudioUL_AMIC.A13_AMIC_ACC20_ULP_SNDR.p[A13_AMIC_ACC20_ULP_SNDR:VIN45L_ACC_HP_RC_READ].td,371332,,,32,0,31.0,31.0,31.0,31.0,31.0
Main.Audio.Flow_AudioDL.A21_G_NM_SNDR_0dB.p[A21_G_NM_SNDR_0dB:Amp_L32_1P8V].td,372102,,V,1.98,1.512,1.7154526,1.702743,1.7269055999999998,1.6986675999999998,1.7293222
Main.Audio.Flow_AudioDL.A21_G_NM_SNDR_0dB.p[A21_G_NM_SNDR_0dB:SNDR_L32_1P8V].td,372103,,dB,120,83,87.23406,87.912898,86.23901,89.26927,88.452406
Main.Audio.Flow_AudioDL.A21_G_NM_SNDR_0dB.p[A21_G_NM_SNDR_0dB:SNR_L32_1P8V].td,372104,,dB,120,84,92.152538,92.351404,90.58360599999999,92.83485,91.20898
Main.Audio.Flow_AudioDL.A21_G_NM_SNDR_0dB.p[A21_G_NM_SNDR_0dB:THD_L32_1P8V].td,372105,,dB,120,84,88.98007199999999,89.88060400000002,88.274298,91.809594,91.79765
Main.Audio.Flow_AudioDL.A21_G_NM_SNDR_0dB.p[A21_G_NM_SNDR_0dB:Amp_R32_1P8V].td,372106,,V,1.98,1.512,1.7280498000000002,1.7032820000000002,1.7501799999999998,1.6977902,1.7272856
Main.Audio.Flow_AudioDL.A21_G_NM_SNDR_0dB.p[A21_G_NM_SNDR_0dB:SNDR_R32_1P8V].td,372107,,dB,120,83,86.438598,87.53156200000001,86.014622,88.808192,87.147752
Main.Audio.Flow_AudioDL.A21_G_NM_SNDR_0dB.p[A21_G_NM_SNDR_0dB:SNR_R32_1P8V].td,372108,,dB,120,84,91.39125800000001,92.21024200000002,91.531788,92.120854,91.83734
Main.Audio.Flow_AudioDL.A21_G_NM_SNDR_0dB.p[A21_G_NM_SNDR_0dB:THD_R32_1P8V].td,372109,,dB,120,84,88.127096,89.34349,87.47323200000001,91.589896,88.953698
Main.Audio.Flow_AudioDL.A24_G_NM_SNDR_DC.p[A24_G_NM_SNDR_DC:VOS_L16_0P9V].td,372400,,mV,3.5,-3.5,0.02795938,0.030119734,0.029243064000000003,0.027865447999999998,0.035473656000000006
Main.Audio.Flow_AudioDL.A24_G_NM_SNDR_DC.p[A24_G_NM_SNDR_DC:VOS_R16_0P9V].td,372401,,mV,3.5,-3.5,0.02977533,0.029524852,0.02896128,0.029430926000000003,0.029556162000000004
Main.Audio.Flow_AudioDL.A26_G_NM_SNDR_N6.p[A26_G_NM_SNDR_N6:Amp_L16_1P8V].td,372600,,V,1.243,1.017,1.1626632000000001,1.1544602,1.1706986000000001,1.151691,1.17236
Main.Audio.Flow_AudioDL.A26_G_NM_SNDR_N6.p[A26_G_NM_SNDR_N6:SNDR_L16_1P8V].td,372601,,dB,120,83,87.70059799999999,87.57592600000001,87.715264,87.370272,87.48671600000002
Main.Audio.Flow_AudioDL.A26_G_NM_SNDR_N6.p[A26_G_NM_SNDR_N6:SNR_L16_1P8V].td,372602,,dB,120,84,89.695392,89.29714399999999,89.44744800000001,89.26083,89.489166
Main.Audio.Flow_AudioDL.A26_G_NM_SNDR_N6.p[A26_G_NM_SNDR_N6:THD_L16_1P8V].td,372603,,dB,120,84,92.19651,92.55012,92.67463000000001,91.902946,91.818866
Main.Audio.Flow_AudioDL.A26_G_NM_SNDR_N6.p[A26_G_NM_SNDR_N6:Amp_R16_1P8V].td,372604,,V,1.243,1.017,1.1709004,1.1534132000000001,1.1854163999999998,1.1507698000000002,1.1701527999999999
Main.Audio.Flow_AudioDL.A26_G_NM_SNDR_N6.p[A26_G_NM_SNDR_N6:SNDR_R16_1P8V].td,372605,,dB,120,83,87.847736,87.510982,87.586696,86.594718,87.39364400000002
Main.Audio.Flow_AudioDL.A26_G_NM_SNDR_N6.p[A26_G_NM_SNDR_N6:SNR_R16_1P8V].td,372606,,dB,120,84,89.786536,89.50089,89.47140599999999,88.71042200000001,89.272262
Main.Audio.Flow_AudioDL.A26_G_NM_SNDR_N6.p[A26_G_NM_SNDR_N6:THD_R16_1P8V].td,372607,,dB,120,84,92.35058599999999,91.97425000000001,92.24224799999999,90.826454,91.993296
Main.Audio.Flow_AudioDL.A31_G_HPM_SNDR_0dB.p[A31_G_HPM_SNDR_0dB:Amp_L32_1P8V].td,373102,,V,1.98,1.512,1.6876398000000001,1.6761616,1.7049229999999997,1.653859,1.7004696
Main.Audio.Flow_AudioDL.A31_G_HPM_SNDR_0dB.p[A31_G_HPM_SNDR_0dB:SNDR_L32_1P8V].td,373103,,dB,120,84,89.515402,89.11188,88.56988,91.922822,90.79244800000001
Main.Audio.Flow_AudioDL.A31_G_HPM_SNDR_0dB.p[A31_G_HPM_SNDR_0dB:SNR_L32_1P8V].td,373104,,dB,120,84,95.30204799999998,94.686498,94.358486,96.147018,94.96863800000001
Main.Audio.Flow_AudioDL.A31_G_HPM_SNDR_0dB.p[A31_G_HPM_SNDR_0dB:THD_L32_1P8V].td,373105,,dB,120,84,90.860984,90.524378,89.920482,94.019032,92.94906
Main.Audio.Flow_AudioDL.A31_G_HPM_SNDR_0dB.p[A31_G_HPM_SNDR_0dB:Amp_R32_1P8V].td,373106,,V,1.98,1.512,1.6909562,1.6694504,1.699306,1.6546910000000001,1.6918392
Main.Audio.Flow_AudioDL.A31_G_HPM_SNDR_0dB.p[A31_G_HPM_SNDR_0dB:SNDR_R32_1P8V].td,373107,,dB,120,84,89.637716,90.36181200000001,89.161718,91.17210399999999,88.764508
Main.Audio.Flow_AudioDL.A31_G_HPM_SNDR_0dB.p[A31_G_HPM_SNDR_0dB:SNR_R32_1P8V].td,373108,,dB,120,84,94.58202,95.159076,94.01560399999998,94.79621,94.167124
Main.Audio.Flow_AudioDL.A31_G_HPM_SNDR_0dB.p[A31_G_HPM_SNDR_0dB:THD_R32_1P8V].td,373109,,dB,120,84,91.329496,92.119208,90.90649400000001,93.777648,90.28366
Main.Audio.Flow_AudioDL.A32_G_HPM_SNDR_N6.p[A32_G_HPM_SNDR_N6:Amp_L16_1P8V].td,373200,,V,1.21,0.99,1.1433386,1.1354492,1.1551538,1.1207705999999997,1.1525501999999999
Main.Audio.Flow_AudioDL.A32_G_HPM_SNDR_N6.p[A32_G_HPM_SNDR_N6:SNDR_L16_1P8V].td,373201,,dB,120,84,91.36782199999999,90.788338,91.477208,91.023644,91.531304
Main.Audio.Flow_AudioDL.A32_G_HPM_SNDR_N6.p[A32_G_HPM_SNDR_N6:SNR_L16_1P8V].td,373202,,dB,120,84,94.95661399999999,94.121038,94.401806,94.51222800000001,94.961534
Main.Audio.Flow_AudioDL.A32_G_HPM_SNDR_N6.p[A32_G_HPM_SNDR_N6:THD_L16_1P8V].td,373203,,dB,120,84,93.88435000000001,93.58643000000001,94.62760599999999,93.67012399999999,94.202028
Main.Audio.Flow_AudioDL.A32_G_HPM_SNDR_N6.p[A32_G_HPM_SNDR_N6:Amp_R16_1P8V].td,373204,,V,1.21,0.99,1.1453098000000002,1.1296816,1.150276,1.1208954000000002,1.1458492
Main.Audio.Flow_AudioDL.A32_G_HPM_SNDR_N6.p[A32_G_HPM_SNDR_N6:SNDR_R16_1P8V].td,373205,,dB,120,84,91.463878,91.115736,90.846296,90.67284399999998,91.290784
Main.Audio.Flow_AudioDL.A32_G_HPM_SNDR_N6.p[A32_G_HPM_SNDR_N6:SNR_R16_1P8V].td,373206,,dB,120,84,95.39564,94.744788,94.413036,94.61523399999999,95.387794
Main.Audio.Flow_AudioDL.A32_G_HPM_SNDR_N6.p[A32_G_HPM_SNDR_N6:THD_R16_1P8V].td,373207,,dB,120,84,93.761762,93.635794,93.386964,92.94677,93.462936
Main.Audio.Flow_AudioDL.A33_G_HPM_SNDR_N60.p[A33_G_HPM_SNDR_N60:Amp_L16_0P9V].td,373300,,mV,2.31,1.9,2.1393606000000003,2.1292775999999995,2.1643046,2.1054608000000004,2.1546100000000004
Main.Audio.Flow_AudioDL.A33_G_HPM_SNDR_N60.p[A33_G_HPM_SNDR_N60:SNDR_L16_0P9V].td,373301,,dB,120,35,45.247202,43.554206,45.091246,43.21202,45.219082
Main.Audio.Flow_AudioDL.A33_G_HPM_SNDR_N60.p[A33_G_HPM_SNDR_N60:SNDR_AW_L16_0P9V].td,373302,,dB,120,40,48.816552,47.466398000000005,48.69342,47.341464,48.807286
Main.Audio.Flow_AudioDL.A33_G_HPM_SNDR_N60.p[A33_G_HPM_SNDR_N60:SNR_L16_0P9V].td,373303,,dB,120,35,45.25277200000001,43.561476,45.096164,43.217228,45.224338
Main.Audio.Flow_AudioDL.A33_G_HPM_SNDR_N60.p[A33_G_HPM_SNDR_N60:THD_L16_0P9V].td,373304,,dB,120,35,74.24257800000001,71.74111400000001,74.797276,73.2684,75.11781599999999
Main.Audio.Flow_AudioDL.A33_G_HPM_SNDR_N60.p[A33_G_HPM_SNDR_N60:Amp_R16_0P9V].td,373305,,mV,2.31,1.9,2.1548228000000003,2.1237474,2.1525496,2.1049786,2.1551172000000003
Main.Audio.Flow_AudioDL.A33_G_HPM_SNDR_N60.p[A33_G_HPM_SNDR_N60:SNDR_R16_0P9V].td,373306,,dB,120,35,42.269926,43.106392,44.344024000000005,43.936636,41.815
Main.Audio.Flow_AudioDL.A33_G_HPM_SNDR_N60.p[A33_G_HPM_SNDR_N60:SNDR_AW_R16_0P9V].td,373307,,dB,120,40,46.57233,47.270838000000005,47.9965,47.921738,46.404349999999994
Main.Audio.Flow_AudioDL.A33_G_HPM_SNDR_N60.p[A33_G_HPM_SNDR_N60:SNR_R16_0P9V].td,373308,,dB,120,35,42.280414,43.112404000000005,44.348518,43.942912,41.822156
Main.Audio.Flow_AudioDL.A33_G_HPM_SNDR_N60.p[A33_G_HPM_SNDR_N60:THD_R16_0P9V].td,373309,,dB,120,35,69.559506,72.28970999999999,74.71398,73.08575199999999,70.117586
